accession_number,dataset_url,dataset_name,made_public,most_recent_snapshot,num_subjects,modalities,dx_status,ages,tasks,num_trials,study_design,domain_studied,longitudinal,processed_data,species,nondefaced_consent,affirmed_defaced,doi_of_papers_from_source_data_lab,doi_of_paper_published_using_openneuro_dataset,senior_author,size_gb
ds005085,https://openneuro.org/datasets/ds005085/versions/1.0.0,Sequence pilot: multiecho and multiband fMRI,2024-04-11,2024-04-11,10,"MRI - func, MRI - anat",,18-25,"sharedreward, TODO: full task name for sharedreward",,,Reward Processing,Yes,n/a,Human,No,Yes,,,"..., ",27.0
ds005087,https://openneuro.org/datasets/ds005087/versions/1.0.0,rapid-hemifield-object-eeg,2024-11-14,2024-04-18,20,EEG,,"11-17, 18-25, 26-34, 51-65",rsvp,,,,No,n/a,,No,Yes,,,"Carlson, Thomas A",12.24
ds005088,https://openneuro.org/datasets/ds005088/versions/1.0.0,Neural Correlates of Lidocaine Analgesic (NLA) Study,2024-04-19,2024-04-17,27,"MRI - func, MRI - anat",Healthy / Control,,"pain, rest",1,Open-label,"Lidocaine, pain",No,n/a,Human,No,Yes,,,"Ibinson, James W.",49.29
ds005089,https://openneuro.org/datasets/ds005089/versions/1.0.1,Competition_EEG,2024-04-18,2024-04-18,36,EEG,Healthy / Control,"18-25, 26-34",Competition,,,Selective attention,No,n/a,Human,No,Yes,https://doi.org/10.1016/j.neuroimage.2023.119960,https://doi.org/10.1101/2024.02.06.579112,"Ruz, Maria",68.01
ds005090,https://openneuro.org/datasets/ds005090/versions/1.1.0,Traveling Spine 7T CoilQA Phantom,2024-10-27,2024-04-22,7,MRI - anat,,,,,,,No,n/a,Human,No,Yes,,,"Cohen-Adad, Julien",0.12
ds005093,https://openneuro.org/datasets/ds005093/versions/1.0.2,Evaluation of microglia activation related markers following a clinical course of TBS: a non-human primate study,2024-04-18,2024-04-18,11,PET,Healthy / Control,,,,,Brain Stimulation,Yes,n/a,Non-Human Primates,Yes,No,,,"Doudet, Doris J",30.93
ds005095,https://openneuro.org/datasets/ds005095/versions/1.0.1,STERNBERG,2024-04-19,2024-05-10,48,EEG,Healthy / Control,"18-25, 26-34",STERNBERG,,,,No,n/a,Human,Yes,No,,,"Pavlov, Yuri",14.28
ds005096,https://openneuro.org/datasets/ds005096/versions/1.0.3,Royal Brisbane_TOFMRA_Intracranial Aneurysm_Database,2024-04-25,2024-07-25,63,MRI - anat,Intracranial Aneurysm,,,,Time-of-Flight MRA of Intracranial Aneurysms with Interval Surveillance and Clinical Segmentations,,Yes,n/a,Human,No,Yes,10.1038/s41598-022-27354-w https://doi.org/10.1016/j.compmedimag.2021.101888 ,,"Allenby, Mark C.",7.23
ds005106,https://openneuro.org/datasets/ds005106/versions/1.1.0,200 Objects Infants EEG,2024-04-26,2024-12-17,42,EEG,,,fix,,,,No,n/a,Human,No,Yes,,,"Varlet, Manuel",1.24
ds005107,https://openneuro.org/datasets/ds005107/versions/1.1.0,OPM-FACE,2024-06-26,2024-11-30,21,"MEG, beh",Healthy / Control,"18-25, 26-34",face,,,Face perception,No,n/a,Human,No,Yes,doi:10.1523/JNEUROSCI.2237-23.2024,Decoding the Temporal Structures and Interactions of Multiple Face Dimensions Using Optically Pumped Magnetometer Magnetoencephalography (OPM-MEG),"Gao, Jia-Hong",27.58
ds005114,https://openneuro.org/datasets/ds005114/versions/1.0.0,EEG: DPX Cog Ctl Task in Acute Mild TBI,2024-04-29,2024-04-29,91,EEG,TBI,"18-25, 26-34, 35-50, 51-65",DPX,,DPX Task,Cognitive Control,Yes,n/a,Human,No,Yes,10.1007/s11682-019-00171-y,10.1007/s11682-019-00171-y,"Cavanagh, James F",55.88
ds005115,https://openneuro.org/datasets/ds005115/versions/1.2.0,28andHe,2024-05-01,2024-10-22,1,"MRI - anat, MRI - func",Healthy / Control,,"rest, TODO: full task name for rest",,Longitudinal imaging of a single individual (N = 40),Cognitive Neuroscience,Yes,n/a,Human,No,Yes,10.1523/JNEUROSCI.1856-23.2024; 10.1101/2024.04.10.588906,,"Jacobs, Emily G.",61.23
ds005118,https://openneuro.org/datasets/ds005118/versions/1.0.0,Weill Cornell Medicine Multi-echo (WCM-ME) Dataset,2024-05-02,2024-05-02,1,"MRI - func, MRI - anat",Healthy / Control,,rest,,,Functional brain organization,Yes,n/a,Human,Yes,No,,https://www.cell.com/cell-reports/pdf/S2211-1247(20)31529-1.pdf,"Liston, Conor",103.67
ds005121,https://openneuro.org/datasets/ds005121/versions/1.0.2,Siefert2024,2024-05-02,2024-05-03,34,EEG,Healthy / Control,,Siefert2024,,EEG nap study using Targeted Memory Reactivation,Memory consolidation and sleep,No,n/a,Human,No,Yes,https://doi.org/10.1523/JNEUROSCI.0022-24.2024,,"Schapiro, Anna C.",9.04
ds005123,https://openneuro.org/datasets/ds005123/versions/1.1.3,Social Reward and Aging: A Preliminary Multi-echo fMRI and Diffusion Dataset,2024-05-15,2024-08-10,114,"MRI - func, MRI - anat, MRI - dwi",,"18-25, 26-34, 35-50, 51-65, 66+","doors, sharedreward, socialdoors, trust, ugr",,Counterbalanced,Reward Processing,Yes,n/a,Human,No,Yes,,,"Jarcho, Johanna M.",829.93
ds005125,https://openneuro.org/datasets/ds005125/versions/1.0.0,The brain hierarchically represents the past and future during multistep anticipation,2024-05-05,2024-05-05,34,"MRI - func, MRI - anat",,,"Integration Task, Localizer Task, Prediction Task",,,,No,n/a,Human,No,Yes,,,"Aly*, Mariam",123.83
ds005126,https://openneuro.org/datasets/ds005126/versions/1.0.3,A neuroimaging dataset during sequential color qualia similarity judgments,2024-06-11,2024-09-05,35,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50, 51-65",Color Similarity Task,,,,No,n/a,Human,Yes,No,,,"Yamada, Makiko",36.51
ds005127,https://openneuro.org/datasets/ds005127/versions/1.0.4,AMRI 16-N-0031 sleep1,2024-08-07,2024-10-24,16,MRI - anat,Healthy / Control,"18-25, 26-34",,,,sleep,No,Yes,Human,No,Yes,https://doi.org/10.1016/j.jneumeth.2018.09.019,,"de Zwart, Jacco A",0.59
ds005128,https://openneuro.org/datasets/ds005128/versions/1.0.0,Deception Signaling Task,2024-11-15,2024-05-06,40,"MRI - func, MRI - anat",Healthy / Control,,HSU Deception Task,,,,No,n/a,Human,No,Yes,,,"Hsu, Ming",3.96
ds005131,https://openneuro.org/datasets/ds005131/versions/1.0.1,Evoked Responses to Elevated sounds,2024-05-10,2024-07-28,58,EEG,,,"deviantdetection, oneback",,,Auditory Neuroscience,No,n/a,Human,No,Yes,,,"Schoewiesner, Marc",22.35
ds005134,https://openneuro.org/datasets/ds005134/versions/1.0.0,Sequence test for multiband DWI and magnetization transfer sequence,2024-07-15,2024-05-14,1,"MRI - anat, MRI - dwi, MRI - func",,35-50,"rest, TODO: full task name for rest",,,,No,Yes,,No,Yes,,,"Raikes, Adam",0.44
ds005138,https://openneuro.org/datasets/ds005138/versions/1.0.2,eddymotionPET,2024-05-15,2024-05-21,5,PET,,18-25,,,,,No,Yes,,No,Yes,,,"Norgaard, Martin",1.14
ds005139,https://openneuro.org/datasets/ds005139/versions/1.0.7,SCNU-Mandarin-Cantonese-dataset,2024-05-16,2024-05-16,27,"MRI - func, MRI - anat",,"18-25, 26-34","djyg, djyy, lsbg, lsby, mlg, mly",,,,No,n/a,,Yes,No,,,"Yang, Junjie",16.35
ds005143,https://openneuro.org/datasets/ds005143/versions/1.3.0,Spinal Cord fMRI Segmentation  Database (Multi-subject),2024-06-14,2024-11-28,379,MRI - func,,,rest,,,spinal cord fMRI,No,n/a,Human,No,Yes,,,"Cohen-Adad, Julien",0.21
ds005148,https://openneuro.org/datasets/ds005148/versions/1.1.0,WMFS,2024-05-17,2024-05-17,16,"MRI - func, MRI - anat",Healthy,,"Fs, Wm",,,"motor, working memory",No,n/a,Human,No,Yes,https://doi.org/10.7554/eLife.96386.1,https://doi.org/10.7554/eLife.96386.1,"Diedrichsen, Jörn",34.59
ds005165,https://openneuro.org/datasets/ds005165/versions/1.0.4,Modeling short visual events through the BOLD Moments video fMRI dataset and metadata.,2024-06-06,2024-07-21,10,"MRI - func, MRI - anat",,"18-25, 26-34","localizer, rest, test, train",,event related,,No,n/a,Human,No,Yes,,,"Oliva*, Aude",88.4
ds005169,https://openneuro.org/datasets/ds005169/versions/1.0.0,Dataset of intracranial EEG during cortical stimulation evoking visual effects,2024-05-22,2024-05-22,20,"MRI - anat, iEEG",Drug-resistant epilepsy,"18-25, 26-34, 35-50",dcs,,,Cortical mapping of brain function,No,n/a,Human,No,Yes,,,"Mindruta, Ioana",4.03
ds005170,https://openneuro.org/datasets/ds005170/versions/1.1.2,Chisco,2024-05-24,2024-12-12,5,EEG,Healthy / Control,"18-25, 26-34",,20043,Imaginary Speech Classic Experimental Paradigm,electroencephalogram,No,n/a,Human,Yes,No,,,"Ding, Xiao",90.73
ds005186,https://openneuro.org/datasets/ds005186/versions/1.1.0,Effects of environmental enrichment on brain microstructure in C58 mice (juvenile cohort),2024-09-08,2024-09-08,16,"MRI - dwi, MRI - anat",,,,,,,No,n/a,Mouse,No,Yes,,,"Lewis, Mark H.",0.17
ds005189,https://openneuro.org/datasets/ds005189/versions/1.0.1,Search Superiority Recollection Familiarity,2024-05-28,2024-06-16,30,EEG,Healthy / Control,"18-25, 26-34",SearchSupRecFam,,,Recognition memory,No,n/a,Human,No,Yes,,,"Võ, Melissa L.-H.",16.07
ds005191,https://openneuro.org/datasets/ds005191/versions/1.0.2,Mind Captioning,2024-05-29,2024-05-29,6,"MRI - func, MRI - anat",,,"testImagery, testPerception, trainPerception",,,"fMRI, perception, imagery, video",No,n/a,Human,No,Yes,https://www.biorxiv.org/content/10.1101/2024.04.23.590673v1,"Horikawa, T. Mind captioning: Evolving descriptive text of mental content from human brain activity. bioRxiv (2024).","Horikawa, Tomoyasu",371.46
ds005194,https://openneuro.org/datasets/ds005194/versions/1.1.0,Differential cortical and subcortical visual processing with eyes shut,2024-05-29,2024-05-29,8,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34, 35-50","checker, closed, open",,,,No,n/a,Human,No,Yes,10.1152/jn.00073.2024,,"Ling, Sam",33.73
ds005207,https://openneuro.org/datasets/ds005207/versions/1.0.0,Surrey cEEGrid sleep data set,2024-06-01,2024-06-01,20,EEG,Healthy / Control,,Sleep,,,Automatic sleep scoring with ear-EEG,No,n/a,Human,No,Yes, https://doi.org/10.1111/jsr.12786, https://doi.org/10.1111/jsr.12786,"Vos, Maarten De",28.52
ds005215,https://openneuro.org/datasets/ds005215/versions/1.0.0,NarrativePuzzle,2024-06-12,2024-06-04,65,"MRI - anat, MRI - func",Healthy / Control,,filmrecall,,Naturalistic task paradigm,Naturalistic movie watching,No,n/a,Human,No,Yes,,,"Shim, Won Mok",13.33
ds005216,https://openneuro.org/datasets/ds005216/versions/1.1.0,UltraCortex: Submillimeter Ultra-High Field 9.4T Brain MR Image Collection and Manual Cortical Segmentations,2024-06-11,2024-07-05,78,MRI - anat,,"18-25, 26-34, 35-50, 51-65",,,,,No,Yes,Human,No,Yes,,,"Scheffler, Klaus",4.3
ds005226,https://openneuro.org/datasets/ds005226/versions/1.0.0,An fMRI Dataset of Human Interpretation of Images with Varying Degrees of Occlusion,2024-11-24,2024-11-24,78,MRI - anat,,"18-25, 26-34, 35-50, 51-65",,,,,No,n/a,,Yes,No,,,"Yan, Bin",
ds005230,https://openneuro.org/datasets/ds005230/versions/1.0.0,Reinforcement-Learning Generalization,2024-06-21,2024-06-05,44,"MRI - func, MRI - anat",Healthy / Control,,"Reinforcement Learning - Baseline, Reinforcement Learning - Learning, Resting State",270,,Motor learning,No,n/a,Human,No,Yes,,,"Gale, Dan",11.1
ds005233,https://openneuro.org/datasets/ds005233/versions/1.0.2,Bat rsfMRI,2024-06-04,2024-06-05,13,"MRI - func, MRI - anat",,,"Ultrasonic noise, Resting State",,,Resting-State,No,n/a,Bat,Yes,No,https://doi.org/10.1073/pnas.2306029121,,"Keliris, Georgios A.",5.58
ds005234,https://openneuro.org/datasets/ds005234/versions/2.1.7,Perception of vowel sounds in children with autism spectrum disorders and typically developing children (MEG/ERF study),2024-06-08,2024-12-09,75,"MRI - anat, MEG",ASD,"0-10, 11-17","vowels, noise",1079,,,No,n/a,Human,No,Yes,,,"Orekhova, Elena V.",165.5
ds005236,https://openneuro.org/datasets/ds005236/versions/1.0.0,Effects of environmental enrichment on brain microstructure in C58 mice (adult cohort),2024-08-13,2024-06-16,59,"MRI - dwi, MRI - anat",,,,,,,No,n/a,Mouse,No,Yes,,,"Lewis, Mark H.",0.63
ds005237,https://openneuro.org/datasets/ds005237/versions/1.0.6,Transdiagnostic Connectome Project,2024-06-18,2024-09-04,241,"MRI - func, MRI - anat",Transdiagnotic ,"18-25, 26-34, 35-50, 51-65, 66+","hammerAP, restAP, restPA, stroopAP, stroopPA",,Observational ,,No,n/a,Human,No,Yes,,"hopra, S., Cocuzza, C. V., Lawhead, C., Ricard, J. A., Labache, L., Patrick, L., Kumar, P., Rubenstein, A., Moses, J., Chen, L., Blankenbaker, C., Gillis, B., Germine, L. T., Harpaz-Rote, I., Yeo, B. T. T., Baker, J. T., & Holmes, A. J. (2022). The Transdiagnostic Connectome Project: a richly phenotyped open dataset for advancing the study of brain-behavior relationships in psychiatry. BioRxiv; Chopra, S., Dhamala, E., Lawhead, C., Ricard, J. A., Orchard, E. R., An, L., ... & Holmes, A. J. (2022). Reliable and generalizable brain-based predictions of cognitive functioning across common psychiatric illness. medRxiv, 2022-12.","Holmes, Avram J.",934.17
ds005238,https://openneuro.org/datasets/ds005238/versions/1.0.0,High-resolution CBV and BOLD in the human somatosensory cortex during finger stimulation at 7T,2024-08-30,2024-06-11,11,"MRI - anat, MRI - func",,"18-25, 26-34, 35-50",stim,,,,No,n/a,,Yes,Yes,,,", Laurentius (Renzo) Huber",9.59
ds005239,https://openneuro.org/datasets/ds005239/versions/1.0.1,motor-fmri,2024-07-01,2024-06-12,4,"MRI - func, MRI - anat",Healthy / Control,,"motor, calibration, agency, bids::sub-01/ses-2/func/sub-01_ses-2_task-rest_bold.nii.gz, bids::sub-gg/ses-2/func/sub-gg_ses-2_task-rest_bold.nii.gz, bids::sub-uu/ses-2/func/sub-uu_ses-2_task-rest_bold.nii.gz",,,,No,Yes,Human,No,Yes,,,"Nusbaum, H.",4.3
ds005241,https://openneuro.org/datasets/ds005241/versions/1.1.0,NeuroMorph: A High-Temporal Resolution MEG Dataset for Morpheme-Based Linguistic Analysis,2024-06-12,2024-06-14,24,MEG,,,"lexicaldecision, localizer",,Lexical Decision and Localizer,Neuroscience of Language,No,n/a,Human,No,Yes,,,"Marantz, Alec",140.48
ds005250,https://openneuro.org/datasets/ds005250/versions/1.1.5,Single-echo/multi-echo comparison pilot,2024-06-20,2024-12-11,8,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34","rest eyes open, Penn fractal n-back",,,,Yes,n/a,Human,No,Yes,,,"Satterthwaite, Theodore D.",154.07
ds005258,https://openneuro.org/datasets/ds005258/versions/1.0.5,Full-Body Mobility Data to Validate Inertial Measurement Unit Algorithms in Healthy and Neurological Cohorts,2024-06-24,2024-08-01,2,,,"18-25, 26-34",,,,Neurological cohort,No,n/a,Human,No,Yes,https://doi.org/10.3390/data7100136,,"Maetzler, Walter",0.27
ds005261,https://openneuro.org/datasets/ds005261/versions/1.0.0,Gloups_MEG,2024-10-09,2024-10-03,17,"MRI - anat, MEG",,"18-25, 26-34","gloups, rest",,,,No,n/a,,No,Yes,,,"Badier, Jean-Michel",137.41
ds005262,https://openneuro.org/datasets/ds005262/versions/1.0.0,ArEEG: Arabic Inner Speech EEG dataset,2024-06-17,2024-06-17,12,EEG,,,,,,,No,n/a,,Yes,No,,,"Ahmed, Anas",0.67
ds005263,https://openneuro.org/datasets/ds005263/versions/1.0.0,SoCal Kinesia and Incentivization for Parkinson's Disease (SKIP): Incentivized Reaching,2024-06-20,2024-06-20,68,"MRI - func, MRI - anat",Healthy / Control,,incenreach,300,Within subjects,Parkinson's Disease,No,n/a,Human,No,Yes,,"Dundon, N. M., Rizor, E., Stasiak, J., Wang, J., Sabugo, K., Villaneuva, C., Barandon, P., Bostan, A. C., Lapate, R. C., & Grafton, S. T. (2024). Dissociation of novel open loop from ventral putamen to motor areas from classic closed loop in humans II: task-based function. bioRxiv, 2024-06.","Grafton, Scott T.",64.61
ds005264,https://openneuro.org/datasets/ds005264/versions/1.0.0,SoCal Kinesia and Incentivization for Parkinson's Disease (SKIP): Ultra-High Field Functional Connectivity,2024-06-20,2024-06-20,21,"MRI - func, MRI - anat",Healthy / Control,,highresFC,,Within subjects,Parkinson's Disease,No,n/a,Human,No,Yes,,"Dundon, N. M., Rizor, E., Stasiak, J., Wang, J., Sabugo, K., Villaneuva, C., Barandon, P., Bostan, A. C., Lapate, R. C., & Grafton, S. T. (2024). Dissociation of novel open loop from ventral putamen to motor areas from classic closed loop in humans II: task-based function. bioRxiv, 2024-06.","Grafton, Scott T.",36.25
ds005265,https://openneuro.org/datasets/ds005265/versions/1.0.0,SoCal Kinesia and Incentivization for Parkinson's Disease (SKIP): Approach-Avoid,2024-06-20,2024-06-20,78,"MRI - func, MRI - anat",Healthy / Control,,approachavoid,,Within subjects,Parkinson's Disease,No,n/a,Human,No,Yes,,"Dundon, N. M., Rizor, E., Stasiak, J., Wang, J., Sabugo, K., Villaneuva, C., Barandon, P., Bostan, A. C., Lapate, R. C., & Grafton, S. T. (2024). Dissociation of novel open loop from ventral putamen to motor areas from classic closed loop in humans II: task-based function. bioRxiv, 2024-06.","Grafton, Scott T.",44.75
ds005266,https://openneuro.org/datasets/ds005266/versions/1.0.0,SoCal Kinesia and Incentivization for Parkinson's Disease (SKIP): Active Escape,2024-06-20,2024-06-20,68,"MRI - func, MRI - anat",Healthy / Control,,activeescape,,Within subjects,Parkinson's Disease,No,n/a,Human,No,Yes,,"Dundon, N. M., Rizor, E., Stasiak, J., Wang, J., Sabugo, K., Villaneuva, C., Barandon, P., Bostan, A. C., Lapate, R. C., & Grafton, S. T. (2024). Dissociation of novel open loop from ventral putamen to motor areas from classic closed loop in humans II: task-based function. bioRxiv, 2024-06.","Grafton, Scott T.",62.72
ds005267,https://openneuro.org/datasets/ds005267/versions/1.0.1,Fixating Targets in Visual Search: The Role of Dorsal and Ventral Attention Networks in the Processing of Relevance and Rarity,2024-06-20,2024-06-21,21,"MRI - func, MRI - anat",,"18-25, 26-34",eye,1,,,No,n/a,Human,Yes,Yes,,,"Koerner, Christof",35.98
ds005270,https://openneuro.org/datasets/ds005270/versions/1.0.0,BOLD variability during cognitive control for an adult lifespan sample ,2024-06-21,2024-06-21,158,"MRI - func, MRI - anat, MRI - dwi",Healthy / Control,"18-25, 26-34, 35-50, 51-65, 66+","rest, tsw, gng, nbk",,,"BOLD variability, aging, cognitive control",No,n/a,Human,No,Yes,"https://doi.org/10.1016/j.neurobiolaging.2021.03.019, https://doi.org/10.1162/jocn_a_01685, https://doi.org/10.1016/j.neurobiolaging.2022.01.010, https://doi.org/10.1093/scan/nsad044, https://doi.org/10.1101/2023.10.22.563476",,"Grady, Cheryl L",40.89
ds005273,https://openneuro.org/datasets/ds005273/versions/1.0.0,Neural representation of consciously seen and unseen information,2024-06-22,2024-06-22,33,EEG,Healthy / Control,,1,600,,Perceptual awareness,No,n/a,Human,No,Yes,,,"González-López, José A.",44.42
ds005274,https://openneuro.org/datasets/ds005274/versions/1.0.0,UV_EEG,2024-07-07,2024-06-21,22,EEG,,"18-25, 26-34",images,,Experimental research,Robot,No,n/a,Human,No,Yes,,,"Ito, Yukako",0.07
ds005279,https://openneuro.org/datasets/ds005279/versions/1.0.3,Picture-Word Interference Dataset,2024-06-25,2024-07-03,30,"MRI - anat, MEG",Healthy / Control,,,360,,Neurolingusitics,No,n/a,Human,No,Yes,,,"Meltzer, Jed A.",58.88
ds005295,https://openneuro.org/datasets/ds005295/versions/1.0.2,TODO: name of the dataset,2024-09-25,2024-10-18,17,"MRI - func, MRI - anat",,"18-25, 35-50","catLoc, vwfate, langLoc, TODO: full task name for catLoc, TODO: full task name for langLoc, TODO: full task name for vwfate",,,,No,n/a,,Yes,Yes,,,"White, Alex",47.26
ds005296,https://openneuro.org/datasets/ds005296/versions/1.0.0,Sentence semantic and syntactic violations,2024-06-28,2024-06-28,62,EEG,Deaf and Hearing,,sentencesemanticandsyntacticviolations,180,Mixed repeated measures group design,EEG,No,n/a,Human,No,Yes,,,"Holcomb, Phillip J.",8.53
ds005299,https://openneuro.org/datasets/ds005299/versions/1.0.0,Maternal Brain Project,2024-06-30,2024-06-30,1,"MRI - anat, MRI - dwi",,,,,,,Yes,n/a,Human,No,Yes,,,"Jacobs, Emily G.",7.21
ds005304,https://openneuro.org/datasets/ds005304/versions/1.0.3,Neural Bases of Psychological Reactance: An fMRI Study on Assertive and Non-assertive Health Communication,2024-07-03,2024-12-12,35,"MRI - anat, MRI - func",Healthy / Control,,Passive reading,1,Within-subjects ,Neuroscience of communication,No,n/a,Human,Yes,No,,,,6.16
